id_a,id_b,cosine_distance
47,338,0.04888339693721796
47,832,0.04646039385827102
47,153,0.04485070783151514
47,833,0.037207727345658456
47,1013,0.02410463490768934
48,668,0.09643373479665585
48,42,0.08743562752048362
48,611,0.0852561325944416
48,593,0.08490600968027097
48,991,0.04928162513233262
48,182,0.03744771827408847
48,978,0.034065558378025156
48,354,0.030358352799423977
48,12,0.02724412048830171
48,803,0.026192512258716348
49,648,0.11890705178238944
49,118,0.05706510865049586
49,991,0.05230259960700544
49,972,0.04699108233620119
49,997,0.04375975171642443
49,1009,0.043044860827475113
49,1010,0.043044860827475113
49,611,0.03695003045751983
49,840,0.03487392546350285
49,389,0.02680708435042417
50,472,0.13085694307530635
50,788,0.10733316106772929
50,991,0.05472232354861665
50,242,0.04980918251886974
50,138,0.037013799099658413
50,540,0.03101724415761626
50,296,0.02892230572534119
50,221,0.02818154057616534
50,564,0.023812647110878635
50,370,0.022659055017482492
51,118,0.06829437666019218
51,991,0.06770973465513493
51,354,0.06570596930633545
51,138,0.06224582321111138
51,792,0.060779357904234055
51,868,0.05526807011576774
51,564,0.048726389736895304
51,821,0.048452964511931984
51,611,0.04670405623291753
51,875,0.042859630737247745
52,182,0.0656462322759301
52,336,0.043334513466045485
52,832,0.03524861238366449
52,868,0.034110622080818505
52,523,0.03268265847672215
52,389,0.031561960748484934
52,296,0.03141453701147569
52,224,0.030013798668193332
52,821,0.02888848466453517
52,668,0.019139181885477925
53,497,0.0684461498428103
53,1009,0.0559345695287877
53,1010,0.0559345695287877
53,832,0.05519450095715831
53,389,0.047531027502572126
53,997,0.043944324464833366
53,735,0.0432364266637817
53,360,0.03505600624491504
53,182,0.03394374705888081
53,162,0.03210524794607854
54,842,0.07387371903759615
54,611,0.07247665645490252
54,593,0.06944155682320434
54,803,0.06496323138281665
54,765,0.06010953910189875
54,868,0.05845862994326777
54,792,0.05381673780790884
54,832,0.05162752463092095
54,316,0.049708892887387085
54,951,0.045573005283944125
55,995,0.2883941573531984
55,675,0.22092901715856805
55,300,0.13191961113861062
55,762,0.12738357466487554
55,930,0.08659760226415311
55,564,0.07077688726974106
55,833,0.06832248173874467
55,611,0.06750237630506079
55,972,0.06341538641949729
55,221,0.06266041012235546
56,840,0.143894515203881
56,153,0.08964835540057274
56,323,0.07389777677181049
56,845,0.06099772993413108
56,174,0.04806574922090795
56,162,0.04676873758596294
56,651,0.03728341671729241
56,675,0.03670899585486326
56,300,0.03448359073163193
56,413,0.020092046264955633
57,803,0.05335645831411777
57,241,0.04574789899739813
57,430,0.044340670487721286
57,242,0.03709106462920934
57,832,0.036234178423968616
57,392,0.03226637305206495
57,540,0.031014690096188777
57,225,0.03062826087944662
57,868,0.026182293705775492
57,296,0.022634086072793172
58,868,0.05835496279866731
58,308,0.05771158569109563
58,523,0.05591206501751685
58,389,0.053994824279869645
58,224,0.0513462961941703
58,756,0.03902954653880726
