title,description,genre,website_url,image_url,description_length,id,k_means_cluster
Play School Show Time,"Play School Show Time invites Australia's most iconic performers and entertainers to perform special renditions of a song, story, skit or nursery rhyme!",Kids,https://iview.abc.net.au/show/play-school-show-time,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2022H_5ee85be78e496.jpg,23,752,7
Play School Story Time: Languages,"Snuggle up with Big Ted and the gang as Emma Alberici, Kumi Taguchi, Karen Pang, Adam Liaw and Osamah Sami read beloved children's stories in Italian, Japanese, Cantonese, Mandarin and Arabic.","Education, Kids",https://iview.abc.net.au/show/play-school-story-time-languages,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1752H_5a20a19f70899_1280.jpg,31,753,3
Play School Story Time,"Get comfy on the Story Time couch as Australian celebrities read an amazing range of children's books. Don't miss Layne Beachley, Miguel Maestre, Dr Karl, Simon Burke and many more!",Kids,https://iview.abc.net.au/show/play-school-story-time,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2023H_5f7e3ec996bef_1280.jpg,30,754,6
Play School: The Very Silly Special,"Join Michelle, Leah, Matt, Alex and Emma, plus a live 4-piece band as they bring us your favourite Play School songs and the silliest shenanigans in this celebration of silliness and laughter.",Kids,https://iview.abc.net.au/show/play-school-the-very-silly-special/video/CK2049H001S00,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2049H001S00_60e78be829ffb_3600.jpg,32,755,7
Play School: Walking Together,"Hunter, Rachael & Emma Donovan walk us through our shared histories and the role we all play in building relationships & communities that value Aboriginal and Torres Strait Islander peoples, histories, cultures and futures.",Kids,https://iview.abc.net.au/show/play-school-walking-together/video/CK2015H001S00,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2015H001S00_609a29569698f.jpg,34,756,7
Play School: Wash Your Hands,"Is everyone always telling to you to 'wash your hands!'? Well, soap is a super power against germs, so it is very important! When you wash your hands, sing along to this song to make sure they're nice and clean.",Kids,https://iview.abc.net.au/show/play-school-wash-your-hands/video/CK2018H001S00,https://cdn.iview.abc.net.au/thumbs/i/ck/CK2018H001S00_5e865b2124a45_1596.jpg,40,757,9
Play School,"Open wide, come inside, it's Play School! For over 50-years and counting, Play School is still entertaining and engaging children, exploring the world through play, music, art and the imagination.",Kids,https://iview.abc.net.au/show/play-school,https://cdn.iview.abc.net.au/thumbs/i/ch/CH2012H_60b06befa9dc7_1280.jpg,30,758,7
Plebs,"A modern comedy in ancient Rome. Plebs follows three desperate young men on their quest to hold down jobs, try to get laid, and climb the social ladder in Rome in the year 23BC.",Comedy,https://iview.abc.net.au/show/plebs,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2099A_5da52426b2c03.jpg,34,759,1
The PM's Daughter,"Cat is like any other teenager, with one difference - her mother is the new Prime Minister of Australia. Along with her new friends, Cat navigates life in the spotlight, while tracking down a hidden threat to her mum.",Family,https://iview.abc.net.au/show/pm-s-daughter,https://cdn.iview.abc.net.au/thumbs/i/ch/CH2104H_61b839091d487_3600.jpg,39,760,9
Poetry: Between The Lines,"Presented by hip-hop star Akala, this series features contemporary poets including Jackie Kay, Gillian Clarke and Ciaran Carson in conversation with Akala about some of their best-loved poems.",Education,https://iview.abc.net.au/show/poetry-between-the-lines,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0905A_5828fb92465e0_1280.jpg,28,761,1
Poleng,"Told through contemporary movement and Balinese dance, Poleng explores the simultaneous presence and absence of inter generational relationships as Jocelyn Tribe tries to understand her bi racial identity as an adult.","Arts and culture, Documentary",https://iview.abc.net.au/show/poleng/video/DO2024D001S00,https://cdn.iview.abc.net.au/thumbs/i/do/DO2024D001S00_6170a09d36e05_1588.jpg,31,762,13
Pollock,"The story of an extraordinary artist, Pollock, struggling with self doubt whilst caught up in a tug of war between the need to express himself and wanting to shut the world out.","Drama, Movies",https://iview.abc.net.au/show/pollock/video/ZW3019A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3019A001S00_60c162e30b42e_1920.jpg,32,763,0
The Pool,"Pools are a defining part of our national identity. Evoking deep nostalgia and childhood memories, this two-part documentary takes a look at the Australian identity through the prism of the pool.",Documentary,https://iview.abc.net.au/show/pool,https://cdn.iview.abc.net.au/thumbs/i/rf/RF1806H_5d6dc9d82af26.jpg,31,764,1
Preppers,"Escaping the fallout of a personal cataclysmic event, Charlie, a young Australian Aboriginal woman, finds herself at the centre of a mismatched community of doomsday preppers.",Comedy,https://iview.abc.net.au/show/preppers,https://cdn.iview.abc.net.au/thumbs/i/ip/IP2004H_6168b1925280f_3600.jpg,26,765,1
Prepping Australia,"Meet real Australian Preppers bunkering down for an uncertain future. With unprecedented access into this growing community, Prepping Australia explores why people prep and how to survive some of Australias greatest threats.",Documentary,https://iview.abc.net.au/show/prepping-australia,https://cdn.iview.abc.net.au/thumbs/i/do/DO1919V_619302e3179b7_3600.jpg,32,766,13
Primary Colours,"An all star cast sees Governor Stanton as a presidential candidate who is devoted to the American people. With more than a few silent nods to Bill Clinton, this film is a look at power and corruption that cackles with humour.","Drama, Movies",https://iview.abc.net.au/show/primary-colours/video/ZW2878A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2878A001S00_609dc36b5338d_1280.jpg,41,767,0
The Princes And The Press,"Amol Rajan tells the story of one of the most dramatic periods in modern royal history, looking at how the younger royals' relationship with the media changed following the Queen's Diamond Jubilee.",Documentary,https://iview.abc.net.au/show/princes-and-the-press,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3247A_61ef4c4a7273d.jpg,32,768,3
Prisoners and Pups,"A small group of women prisoners have just eight weeks to transform retired racing greyhounds into obedient, house-friendly pets. Can the dogs help the women get their lives back on track?",Documentary,https://iview.abc.net.au/show/prisoners-and-pups,https://cdn.iview.abc.net.au/thumbs/i/do/DO1521S_59eed797556c7.jpg,31,769,0
The Producers,"After putting together a Broadway flop, down-on-his-luck producer Max Bialystock teams up with timid accountant Leo Bloom in a get-rich-quick scheme to put on the world's worst show.","Comedy, Movies",https://iview.abc.net.au/show/producers/video/ZW3018A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3018A001S00_60c1620325b37_1920.jpg,28,770,1
Project Nim,"The peculiar life of a chimpanzee who became the subject of a landmark experiment, taken from its mother and raised as a human to see if chimps could learn language.","Documentary, Movies",https://iview.abc.net.au/show/project-nim/video/ZW2838A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2838A001S00_60ac90331f2ad_1920.jpg,30,771,2
Pulse,"Driven by receiving a second chance, a transplant patient becomes a doctor and soon finds herself struggling with the realities of an ailing medical system.",Drama,https://iview.abc.net.au/show/pulse,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1629H_5c3eb0683122b_1280.jpg,25,772,10
Putin's Power Play,"With Moscow deploying soldiers into two Russian-backed separatist territories in Ukraine, Stan Grant hosts an ABC News Special with guests inside Ukraine and Russia plus analysis about Vladmir Putin's battle against the West.",News and current affairs,https://iview.abc.net.au/show/putin-s-power-play/video/NS2228H001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2228H001S00_6214466391cd9_1920.jpg,33,773,4
Q+A Highlights,"The show that puts you at the centre of the conversation. The highlights of Q+A as hosts Virginia Trioli, David Speers and Stan Grant are joined by a panel with diverse opinions to cover the topics that have everyone talking.","News and current affairs, Panel and discussion",https://iview.abc.net.au/show/q-a-highlights,https://cdn.iview.abc.net.au/thumbs/i/nn/NN2205H_6204805e11f76_3600.jpg,40,774,4
Q+A,"Q+A is back to get more of the answers to your questions from the people who know. Get set for another year of lively debate and surprising, thought-provoking discussions that challenge our thinking on big and complex issues.","News and current affairs, Panel and discussion",https://iview.abc.net.au/show/qanda,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2204H_61fb7312942ae_3600.jpg,38,775,4
QI,"Sandi Toksvig hosts the return of the quiz with a difference, in which the questions are so difficult points are awarded for the answers she finds most interesting. This time, it's the letter 'S' under scrutiny.",Panel and discussion,https://iview.abc.net.au/show/qi,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3211A_61e63b0b601bd.jpg,36,776,1
The Queen's Green Planet,"Her Majesty Queen Elizabeth talks to Sir David Attenborough about her ambitious legacy project the Queen's Commonwealth Canopy, aiming to create a global network of protected forests in all 53 Commonwealth countries.","Documentary, Family",https://iview.abc.net.au/show/queen-s-green-planet/video/ZW1520A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1520A001S00_5fed52800938c_1920.jpg,32,777,2
Question Everything,"In a world dominated by fake news and outright lies, Wil Anderson, Jan Fran and guests dissect the news to sort the real from the rumours, separate fact from fiction and flatten conspiracy theories back down to Earth.","Comedy, Panel and discussion",https://iview.abc.net.au/show/question-everything,https://cdn.iview.abc.net.au/thumbs/i/le/LE2034H_6100c2571b6e8.jpg,38,778,1
The Railway Man,"A former British Army officer, who was tortured as a prisoner of war at a Japanese labor camp during World War II, discovers that the man responsible for much of his treatment is still alive and sets out to confront him.",Drama,https://iview.abc.net.au/show/railway-man/video/ZW2784A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2784A001S00_61dcf279cc31a.jpg,41,779,3
Rain Shadow,"When novice veterinarian Jill Blake arrives in the small town of Paringa, she finds herself totally unprepared to work as an assistant to the hard-nosed local vet Dr Kate McDonald.",Drama,https://iview.abc.net.au/show/rain-shadow,https://cdn.iview.abc.net.au/thumbs/i/dr/DR0601H_60d177898fbe7_1920.jpg,30,780,5
A Raisin In The Sun,"When a recently widowed matriarch receives a large sum of money from insurance, she soon learns that everyone in her family has their own ideas about how the money should be spent.","Drama, Movies",https://iview.abc.net.au/show/raisin-in-the-sun/video/ZW3017A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3017A001S00_60c16fed32da4_1920.jpg,32,781,10
Rake,"To his learned friends at the bar barrister Cleaver Greene is 'a real wag', but to most judges he is 'an outrage'. To the Tax Office, he is 'a defendant', to a certain brothel owner 'a legend'.",Drama,https://iview.abc.net.au/show/rake,https://cdn.iview.abc.net.au/thumbs/i/dr/DR0905H_60e3a878154f9_1280.jpg,37,782,9
RCO: Jarvi Conducts Mozart & Schumann,"Vikingur Olafsson has previously attracted attention with his interpretation of music by Bach, Glass and contemporary music. Now he performs his interpretation of Mozarts Piano Concerto No. 24, a work of unrivalled beauty.",Arts and culture,https://iview.abc.net.au/show/rco-jarvi-conducts-mozart-and-schumann/video/ZW3093A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3093A001S00_6136e1af36a02.jpg,33,783,13
Re-Frame 2020,More than 4 million Australians live with a disability and they all have a story to tell. To mark International Day of People with Disability we showcase short films made by people with disability.,"Arts and culture, Comedy, Documentary, Drama",https://iview.abc.net.au/show/re-frame-2020/video/RF2006H001S00,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2006H001S00_5fbf38e6bde0b.jpg,34,784,13
Re-Frame 2021,"Showcasing the diversity of disability, Re-Frame brings you stories from all around the country highlighting perspectives from people with disability - in celebration of International Day of People with Disability.",Documentary,https://iview.abc.net.au/show/re-frame-2021/video/RF2101H001S00,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2101H001S00_619db0e4dc491_1920.jpg,30,785,13
"Ready, Jet, Go!","Sean and Sydney are back! They both befriend the new kid on their street, Jet Propulsion, whose family members happen to be aliens! Together they embark on great adventures, exploring the solar system!",Kids,https://iview.abc.net.au/show/ready-jet-go,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1552A_5b975a9c882b7.jpg,33,786,9
"Ready, Steady, Wiggle!","Get set to Ready, Steady, Wiggle! with Anthony, Emma, Lachy and Simon, The Wiggles! A story based musical series, each episode sees The Wiggles and their wiggly friends on a new adventure every day in Wiggle Town.",Kids,https://iview.abc.net.au/show/ready-steady-wiggle,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2698A_60a35223c2e33.jpg,37,787,9
Ready Together,"Craig Reucassel presents the stories of two communities devastated by Australia's black Summer bushfires, exploring how these communities are strengthening their capacity to respond and prepare for the future.","Documentary, Lifestyle",https://iview.abc.net.au/show/ready-together/video/DO2022H001S00,https://cdn.iview.abc.net.au/thumbs/i/do/DO2022H001S00_605d0e361b377.jpg,29,788,12
Recovery Reunion,"Dylan Lewis catches up with some of the musicians who appeared on Recovery in the 90s. Looking back at their appearances on the show, they chat about life then and now and give insights into some favourite songs, performances and outfits.",Arts and culture,https://iview.abc.net.au/show/recovery-reunion,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1909H_5dca0e27b412c.jpg,41,789,14
Recovery: The Mayhem,"From 1996-2000 Recovery graced our Saturday morning TV with music, stories from around the country and all kinds of live TV shenanigans. The audience was never quite sure what they'd just seen and what mayhem was up next.",Arts and culture,https://iview.abc.net.au/show/recovery-the-mayhem,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1930H_5dcc8b7d12aa6_1280.jpg,38,790,13
Recovery: The Music,"On air from 1996 to 2000, Recovery clocked up 378 hours of television. With 370 odd bands appearing, this broad and varied selection of 20 songs is a mere drop in the ocean of the 880 songs that were performed live.",Arts and culture,https://iview.abc.net.au/show/recovery-the-music,https://cdn.iview.abc.net.au/thumbs/i/lr/LR1931H_5dcb8b3f67500_1280.jpg,41,791,13
Redfern Now,"Six different families, all of whose lives are changed by a moment's decision, an accident or a seemingly insignificant incident. This kaleidoscopic drama explores Indigenous life in Australia's most infamous suburb, Redfern.",Drama,https://iview.abc.net.au/show/redfern-now,https://cdn.iview.abc.net.au/thumbs/i/ip/IP1104H_60a5daf07ab83_1920.jpg,32,792,5
reIMAGINED: Romeo & Juliet,27 music students and 8 dancers from schools around NSW come together to work with London Symphony Orchestra animateur Paul Rissman to recreate Prokofiev's Romeo and Juliet. Stages 4-5 Music and Dance.,Education,https://iview.abc.net.au/show/reimagined-romeo-and-juliet/video/ZW1681A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1681A001S00_5ba1d72bf3e43_1280.jpg,32,793,11
Remy & Boo,"Remy is an adventurous 6-year-old girl with a unique best friend, Boo: a big, squishy, pink robot. Fuelled by Remy's indomitable spirit and Boo's can-do attitude, their days in Dolphin Bay are filled with adventures.",Kids,https://iview.abc.net.au/show/remy-and-boo,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2411A_60347d872d7d3.jpg,35,794,9
Reputation Rehab,"A show that believes people don't deserve to be consigned to the cultural scrapheap, that most people are more than a punchline, and everyone deserves a second chance.",Comedy,https://iview.abc.net.au/show/reputation-rehab,https://cdn.iview.abc.net.au/thumbs/i/le/LE1907H_5f8509e94ba31.jpg,28,795,1
Restoration Australia (Simplified Chinese Subtitles),"Architect and historian, Stuart Harrison follows avid homeowners as they rebuild and restore some of the most renowned houses in the country.",Lifestyle,https://iview.abc.net.au/show/restoration-australia-simplified-chinese-subtitles,https://cdn.iview.abc.net.au/thumbs/i/iv/IV1836H_5e4ef5e5daee7.jpg,22,796,12
Restoration Australia,"Anthony Burke, professor and history buff, follows homeowners across the country as they passionately restore beautiful heritage homes on the brink of ruin.",Lifestyle,https://iview.abc.net.au/show/restoration-australia,https://cdn.iview.abc.net.au/thumbs/i/do/DO1910H_61403b2e3b403_3600.jpg,23,797,3
RetroFocus Presents: Yesterday's News,Join us for a deep-dive into the archives as we follow the surprising  and sometimes shocking  twists and turns of the most intriguing stories ever covered by ABC News.,News and current affairs,https://iview.abc.net.au/show/retrofocus-presents-yesterday-s-news,https://cdn.iview.abc.net.au/thumbs/i/nn/NN2025H_5ed9853a67365_1280.jpg,31,798,4
Retrograde,"A comedy following the topsy-turvy life of Maddie and her friends as they navigate the pandemic, partners, and the new parameters of life, all from the safety of their very own virtual bar.",Drama,https://iview.abc.net.au/show/retrograde,https://cdn.iview.abc.net.au/thumbs/i/co/CO1918V_5ef41bba57e2d_1280.jpg,33,799,9
Revelation,"Award-winning reporter Sarah Ferguson presents Revelation, a ground-breaking documentary series on the criminal priests and brothers of the Catholic Church, their crimes laid bare for the first time in their own words.",Documentary,https://iview.abc.net.au/show/revelation,https://cdn.iview.abc.net.au/thumbs/i/do/DO1804H_5e5de0560b138.jpg,32,800,1
Rhymes And Songs,"Presented by lead mentors from the National Music Teacher Mentoring Program, Rhymes and Songs explores material from the much-loved book and music resources by the late Richard Gill AO.",Education,https://iview.abc.net.au/show/rhymes-and-songs,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3117A_614d29e1773d4_1920.jpg,29,801,0
Richard Leplastrier - Framing The View,"An intimate portrait of seminal Australian Architect Richard Leplastrier. Filmed over 15 years, the documentary explores his life, his influences and his built works.","Arts and culture, Documentary",https://iview.abc.net.au/show/richard-leplastrier-framing-the-view/video/AC1902H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1902H001S00_5ea7a0a69271d.jpg,24,802,13
Ridley Road,"Vivien, a young Jewish hairdresser from Manchester, joins an underground movement trying to stop the rise of the far-right in 1962.",Drama,https://iview.abc.net.au/show/ridley-road,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2528A_6178f220875e6_3600.jpg,21,803,14
The Rise Of The Murdoch Dynasty,The incredible story of Rupert Murdoch's influence on world events and the dramatic personal battle for power at the heart of his own family.,Documentary,https://iview.abc.net.au/show/rise-of-the-murdoch-dynasty,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2447A_5f5709f95bb23.jpg,24,804,10
River Valley Civilizations,"A close look at how we moved from simple nomadic lifestyles to create flourishing river valley civilizations across Mesopotamia, Ancient Egypt, Indus Valley and China. Stage 3 HSIE and Stage 4 Geography, History.",Education,https://iview.abc.net.au/show/river-valley-civilizations/video/ZW2152A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2152A001S00_5e267bba23446.jpg,33,805,11
Road To Now,"The world has changed profoundly in the past 30 years. From the fall of the Berlin Wall in 1989, to now, with new walls going up in Europe and the U.S. This series explores how we went from hope to our uncertain present.",Documentary,https://iview.abc.net.au/show/road-to-now,https://cdn.iview.abc.net.au/thumbs/i/do/DO1844H_5eb0def7a9311_1280.jpg,43,806,1
The Road,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea. Based on the 2007 Pulitzer Prize winner novel by Cormac McCarthy.","Drama, Movies",https://iview.abc.net.au/show/road/video/ZW2877A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2877A001S00_60a218a22eaca_1280.jpg,29,807,0
Robot Wars: Battle Of The Stars Specials,Four teams of celebrities help design fighting robots and battle it out in the bulletproof arena for the chance to become the Robot Wars Champion.,Family,https://iview.abc.net.au/show/robot-wars-battle-of-the-stars-specials,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1388A_5ff3e4f79d365.jpg,25,808,2
Robot Wars: World Series Specials,The UK's greatest robot fighters battle it out with the best teams from across the world in the Robot Wars bulletproof arena.,Family,https://iview.abc.net.au/show/robot-wars-world-series-specials,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2581A_5ff3e6d819303.jpg,22,809,14
Robot Wars,"Robot Wars is a knockout competition to find the toughest, most advanced fighting robots. In this fast-paced series, competing teams of amateur robot designers build robots to fight to the death in a bulletproof arena.",Family,https://iview.abc.net.au/show/robot-wars,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1387A_5febd766b2d8d.jpg,35,810,6
The Romantics And Us,"Popular revolt. Our obsession with the self. Modern nationalism. In this series, Simon Schama reveals how these ideas, forged by the Romantics during a century-long revolution in art and culture, still impact our lives today.","Arts and culture, Documentary",https://iview.abc.net.au/show/romantics-and-us,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2604A_61c005f98ea6f_1920.jpg,35,811,13
Romeo & Juliet,"Graeme Murphy's Romeo and Juliet, performed by The Australian Ballet, captures the implacable hate of rival families, the joy and tenderness of first love and the poignancy of its end. Music performed by Orchestra Victoria.","Arts and culture, Family",https://iview.abc.net.au/show/romeo-and-juliet/video/ZW2300A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2300A001S00_5eaa172e0e001_1280.jpg,35,812,13
Ronny Chieng: International Student (Pilot),"Before the new six part series begins, revisit the pilot of International Student - the hilarious story of Ronny Chieng, a Malaysian student in Australia to study Law. Only making friends is not part of the curriculum.",Comedy,https://iview.abc.net.au/show/ronny-chieng-international-student-pilot/video/CO1506V001S00,https://cdn.iview.abc.net.au/thumbs/i/co/CO1506V001S00_5897af29b7bfd_1280.jpg,37,813,1
Ronny Chieng: International Student,"International student Ronny Chieng finds himself studying law in Australia and all he has to do is study hard, get good marks and make his mum proud. At least that's the plan anyway.",Comedy,https://iview.abc.net.au/show/ronny-chieng-international-student,https://cdn.iview.abc.net.au/thumbs/i/co/CO1606V_5930f490ea137_1280.jpg,33,814,1
Room On The Broom,This magical tale about friendship and family follows a kind witch who invites a surprising collection of animals to join her on her broom. From the producers of 'The Gruffalo' and 'The Gruffalo's Child'.,Kids,https://iview.abc.net.au/show/room-on-the-broom/video/ZX8976A001S00,https://cdn.iview.abc.net.au/thumbs/i/zx/ZX8976A001S005456ca1c3f7195.50965429_1280.jpg,34,815,3
Rosemary Valadon: A Sensual World,Rosemary Valadon: A Sensual World looks at the art and influences of a multi award-winning Australian painter whose work has reinterpreted a distinctly Australian femininity and domestic aesthetic.,"Arts and culture, Documentary",https://iview.abc.net.au/show/rosemary-valadon-a-sensual-world/video/AC1606H001S00,https://cdn.iview.abc.net.au/thumbs/i/ac/AC1606H001S00_58e18b1f45a93_1280.jpg,28,816,13
Rosie Batty's One Plus One,"Domestic violence campaigner and 2015 Australian of the Year, Rosie Batty hosts in-depth conversations with accidental leaders - people who unexpectedly found themselves forging new paths and inspiring others to make change.","Arts and culture, Panel and discussion",https://iview.abc.net.au/show/rosie-batty-s-one-plus-one,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2228H_6201f987e751b.jpg,32,817,13
Roxanne,"A modern take on the classic play Cyrano de Bergerac; a lovelorn man with an enormous nose falls in love with the woman of his dreams. Hiding his feelings for her, he inadvertently helps someone else win her heart.","Drama, Movies",https://iview.abc.net.au/show/roxanne/video/ZW3003A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3003A001S00_60c19ee654b1a.jpg,39,818,0
A Royal Night Out,"May 1945. V.E. Day. England celebrates victory. Cloistered away in Buckingham Palace are young Princesses Elizabeth and Margaret, who would do anything to join the biggest party London has ever seen.","Comedy, Drama, Movies",https://iview.abc.net.au/show/royal-night-out/video/ZW1093A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1093A001S00_593789213f39f.jpg,31,819,1
Rugged Paradise: The Abrolhos Islands,"60kms off the WA coast in the Indian Ocean, is an archipelago of 122 islands with a dark, rich history dating back 150 years before Captain Cook. The Houtman Abrolhos Islands are isolated, stunning, pristine but dangerous.",Documentary,https://iview.abc.net.au/show/rugged-paradise-the-abrolhos-islands/video/RA1910H001S00,https://cdn.iview.abc.net.au/thumbs/i/ra/RA1910H001S00_5de0729d88045_1783.jpg,37,820,3
Rulla's Connection to Country,"Indigenous Tasmanian man Rulla Kelly-Mansell tells the story of how his cultural connection to country helped him to overcome mental health challenges, a battle with cancer and isolation during the pandemic.",Documentary,https://iview.abc.net.au/show/rulla-s-connection-to-country/video/RF2102S001S00,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2102S001S00_61650fb99f2a1_1280.jpg,31,821,3
Russell Howard Stands Up To The World,Russell takes a trip to Australia and New Zealand during a time when Covid had been curbed. Russell notices the subtle and delightful eccentricities of each country and presents them back through his stand-up performances.,Comedy,https://iview.abc.net.au/show/russell-howard-stands-up-to-the-world,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3054A_611b32328113d.jpg,35,822,1
The Russian Revolution,"Learn about the downfall of the Romanov dynasty and the evolution of Lenin's Ulyanov family, the Bolsheviks, communism, the notorious Rasputin, rumors of cannibalism and acute poverty during the Russian Revolution. Stages 5-6 History, English.
",Education,https://iview.abc.net.au/show/russian-revolution/video/ZW2150A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2150A001S00_5e267bb970674.jpg,35,823,3
Russian Roulette,"Ukraine could be just hours away from invasion according to US intelligence agencies. Stan Grant and guests examine the looming military campaign, the global economic impact and the fears of the international community.",News and current affairs,https://iview.abc.net.au/show/russian-roulette/video/NS2236H001S00,https://cdn.iview.abc.net.au/thumbs/i/ns/NS2236H001S00_620b277c68f7d_1920.jpg,33,824,4
Rusty Rivets,Rusty and best buds Ruby and Botasaur invent and innovate their way out of every jam by repurposing spare parts and found objects into the most awesome contraptions ever!,Kids,https://iview.abc.net.au/show/rusty-rivets,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1344A_5b56ae5823a2a.jpg,29,825,9
Sally & Possum,"Filled with fun new adventures, follow Sally and Possum as they explore, discover, and learn about the world around them using Australian Sign Language (Auslan). Early Stage 1 English","Education, Kids",https://iview.abc.net.au/show/sally-and-possum,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1186A_59defde3ecda6_1280.jpg,29,826,11
Sammy J And Randy In Ricketts Lane,"A musical comedy about two mismatched housemates from the acclaimed comedic duo, Sammy J - a human - and Randy - a purple puppet.",Comedy,https://iview.abc.net.au/show/sammy-j-and-randy-in-ricketts-lane,https://cdn.iview.abc.net.au/thumbs/i/co/CO1401V_6087958c7c541_1920.jpg,24,827,1
Sanditon,The impulsive and unconventional Charlotte Heywood swaps her quiet rural home for the intrigues and dalliances of a seaside town. BAFTA-winning writer Andrew Davies brings Jane Austen's unfinished last novel vividly to life.,Drama,https://iview.abc.net.au/show/sanditon,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2701A_60516e7da378b_1920.jpg,33,828,10
Sarah And Duck,"Sarah is a 7 year old girl with big eyes and a green hat, who lives with her quacky, flappy, slightly manic, but endearing best friend, Duck.",Kids,https://iview.abc.net.au/show/sarah-and-duck,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0441A_5c32a396017fd_1280.jpg,27,829,9
Sarah's Channel,Online Beauty Vlogger Sarah knows how to create that perfect smoky eye and won't let anything - including a global catastrophe - stand in the way of uploading her makeover videos.,Comedy,https://iview.abc.net.au/show/sarah-s-channel,https://cdn.iview.abc.net.au/thumbs/i/co/CO1802H_5d0ae391364ea_1280.jpg,31,830,10
Schitt's Creek,The Roses are finally thriving in Schitt's Creek and find themselves ready to take their personal relationships and business pursuits to the next level.,Comedy,https://iview.abc.net.au/show/schitt-s-creek,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2031A_5df9745f3eba3_1280.jpg,24,831,1
The School That Tried To End Racism (UK),A ground-breaking series following a pioneering British school as it tries to help its students uncover and eradicate hidden racial biases.,"Documentary, Family",https://iview.abc.net.au/show/school-that-tried-to-end-racism-uk,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3180A_61e63b0a75802.jpg,21,832,6
The School That Tried To End Racism,Marc Fennell explores a ground-breaking school program designed to provide a class of primary school students with the tools to identify racial bias and make positive change.,"Documentary, Family",https://iview.abc.net.au/show/school-that-tried-to-end-racism,https://cdn.iview.abc.net.au/thumbs/i/do/DO2021H_611b25f569f0c.jpg,27,833,6
Science Max! Experiments At Large,"Have you ever done a science experiment and wondered ""What would this be like if it were HUGE?"" Welcome to Science Max, the exciting series that turbocharges all the science experiments you've done at home.",Education,https://iview.abc.net.au/show/science-max-experiments-at-large,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2459A_5f4603094f582_1280.jpg,35,834,2
ScienceXplosion,"The world of science, technology, engineering and mathematics affects the way we live every day. ScienceXplosion magician and scientist, Eric, helps to navigate our science-filled world - guided by his good friend VOX. Stages 3 and 4 Science, TAS, STEM",Education,https://iview.abc.net.au/show/sciencexplosion,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2194A_5e425ce91bec2.jpg,40,835,11
